CT-CTN-CT1          58.350  112.700  0  high # opls core
CA-CA-S             85.000  119.400  0  high # opls core
HA-CA-NB            35.000  116.000  0  high # opls core
NNC-CDX-NND         70.000  119.300  0  high # opls core
CT-CT-OH            50.000  109.500  0  high # opls core
CT-OH2-HO           55.000  108.500  0  high # opls core
CTN-CT1-N           80.000  109.700  0  high # opls core
CT-N-H              38.000  118.400  0  high # opls core
CA-CA-CT            70.000  120.000  0  high # opls core
HA-C5A-NA           35.000  121.600  0  high # opls core
CT-CO3-O2Z          70.000  117.000  0  high # opls core
C-CT1-CTD           63.000  111.100  0  high # opls core
CT-CT-CTN           58.350  112.700  0  high # opls core
HC-CT-NG            35.000  109.500  0  high # opls core
C5A-C5B-N5B         70.000  111.000  0  high # opls core
HC-CTP-HC           33.000  107.800  0  high # opls core
CT-CTM-HC           37.500  110.700  0  high # opls core
N*-CT-OS            50.000  109.500  0  high # opls core
CA-CT-F             50.000  109.500  0  high # opls core
C-CTP-CT1           63.000  111.100  0  high # opls core
N*-C-O              80.000  120.600  0  high # opls core
CTO-CT1-HC          37.500  110.700  0  high # opls core
HA-C5X-NA5          35.000  121.600  0  high # opls core
CT-CT-OH2           50.000  109.500  0  high # opls core
C-CT-HC             35.000  109.500  0  high # opls core
CDS-CT-HC           45.000  109.110  0  high # dft/6-31g* empfc
HA-CRAB-NA          35.000  123.050  0  high # opls core
C5X-NA5-H           35.000  120.000  0  high # opls core
C5B-C5A-NA          70.000  106.300  0  high # opls core
Br-CT-CO3           69.000  109.800  0  high # opls core
CTC-CT1-HC          37.500  110.700  0  high # opls core
CT1-CT-SH           50.000  108.600  0  high # opls core
HC-C3T-HC           35.000  114.300  0  high # opls core
C56B-CA-NND         70.000  123.500  0  high # opls core
HC-CT-OS            35.000  109.500  0  high # opls core
N-C-O               80.000  122.900  0  high # opls core
CT1-CTE-HC          37.500  110.700  0  high # opls core
CTD-CT1-N           80.000  109.700  0  high # opls core
CT-NE-CT            50.000  115.000  0  high #  WD adjusted
HC-C3M-C3M          35.000  152.000  0  high #  azirene
HC-C3M-NE           35.000  137.500  0  high #  azirene
C3M-NE-H            35.000  117.500  0  high #  azirene
C3M-C3M-NE          55.630   60.000  3  high #  azirene
C3M-NE-C3M          55.630   60.000  3  high #  azirene
C3T-C3M-O           55.630  148.500  0  high # cyclopropanone
CT-CT1-N            80.000  109.700  0  high # opls core
CR-NB-H             35.000  120.000  0  high # opls core
CA-CA-NB            70.000  124.000  0  high # opls core
C5BC-C5BC-HA        35.000  127.500  0  high # opls core
HA-CRA-NA5B         35.000  120.000  0  high # opls core
CRAB-N*-CT          70.000  128.800  0  high # opls core
C5B-N5B-CRA         70.000  110.000  0  high # opls core
CA-OH-HO            35.000  113.000  0  high # opls core
CA-CA-SH            85.000  119.400  0  high # opls core
CTC-C5A-NA          70.000  121.600  0  high # opls core
C5X-C5X-NB          70.000  106.300  0  high # opls core
CT-CT-OS            50.000  109.500  0  high # opls core
Cl-CM-HC            60.000  114.000  0  high # opls core
HA-CR-NB            35.000  120.000  0  high # opls core
CT-C-N              70.000  116.600  0  high # opls core
CT-CDS-N            75.000  115.327  0  high # dft/6-31g* empfc
HC-CTN-HC           33.000  107.800  0  high # opls core
C56B-NNA-CRAB       70.000  103.800  0  high # opls core
Cl-CM-Cl            78.000  111.700  0  high # opls core
CM-CM-Cl            75.000  121.500  0  high # opls core
CT-CT-Cl            69.000  109.800  0  high # opls core
CT-CP1-HC           37.500  110.700  0  high # opls core
C-CT1-CTO           63.000  111.100  0  high # opls core
HC-CT3-OH           35.000  109.500  0  high # opls core
CT-C-OC3            80.000  120.400  0  high # opls core
CT1-CTC-HC          37.500  110.700  0  high # opls core
CT-S-S              68.000  103.700  0  high # opls core
C-NNB-H             35.000  116.800  0  high # opls core
CA-SH-HS            44.000   96.000  0  high # opls core
CA-NO2-ON           80.000  117.500  0  high # opls core
